id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p8_9,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p9_8,p9_9,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p12,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
1098,Hombre,44,35-44,100.001 - 500.000,Salamanca,Castilla y León,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",E2,He tenido/se ha tenido que contraer deuda,8,PP (Partido Popular),PP (Partido Popular),6,8,7,4,PSOE (Partido Socialista Obrero Español),5,Bastante,Poco,Poco,Poco,Bastante,Bastante,Bastante,Poco,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Con ambos por igual,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Bien,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",1.4413153024658227
1099,Hombre,59,55-64,10.001 - 20.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A1,Ahorro/se ahorra un poco de dinero cada mes,9,Sumar,Sumar,7,0 no le votaría nunca,0 no le votaría nunca,10 le votaría siempre,Sumar,1,Mucho,Bastante,Poco,Poco,Bastante,Mucho,Bastante,Poco,Bastante,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,No lo sé,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con ninguno de los dos,Mal,Mal,Muy mal,Regular,Bien,Bien,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",1.1938485386112212
1100,Hombre,73,65+,500.000+,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Tercer Grado (Máster),A2,He tenido/se ha tenido que contraer deuda,9,JxCAT – Junts (Junts per Catalunya – Junts),JxCAT – Junts (Junts per Catalunya – Junts),6,1,0 no le votaría nunca,0 no le votaría nunca,JxCAT – Junts (Junts per Catalunya – Junts),5,Poco,Bastante,Bastante,Poco,Mucho,Mucho,Poco,Mucho,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Con Israel,Bien,Regular,Bien,Bien,Bien,Muy mal,Bien,Bien,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",0.9010316287442995
1101,Mujer,44,35-44,20.001 - 50.000,Valencia/València,Comunitat Valenciana,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,7,No lo sé,PSOE (Partido Socialista Obrero Español),5,2,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),5,Bastante,Bastante,Poco,Bastante,Bastante,Bastante,Bastante,No lo sé,Bastante,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",No lo sé,No lo sé,No lo sé,Bastante de acuerdo,No lo sé,Bastante de acuerdo,Con ninguno de los dos,Regular,Regular,Regular,No lo sé,No lo sé,No lo sé,Regular,Mal,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.9603357642346235
1102,Mujer,45,45-54,20.001 - 50.000,Murcia,"Murcia, Región de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",Vox,Vox,0 no le votaría nunca,6,10 le votaría siempre,0 no le votaría nunca,Vox,10 extrema derecha,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Nada de acuerdo,No lo sé,No lo sé,No lo sé,Con ambos por igual,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Regular,Muy bien,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.8755191154840292
1103,Hombre,51,45-54,20.001 - 50.000,Bizkaia,País Vasco,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Llego/se llega justo a final de mes,9,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),8,0 no le votaría nunca,0 no le votaría nunca,8,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),4,Bastante,Bastante,Bastante,Bastante,Mucho,Bastante,Poco,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Bastante de acuerdo,No lo sé,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ninguno de los dos,Bien,No lo sé,Regular,Bien,Muy bien,Muy bien,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.9241343788260236
1104,Mujer,50,45-54,10.001 - 20.000,Gipuzkoa,País Vasco,"Sí, con uno/a de 18 años o más",Tercer grado (Doctorado),A1,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),5,0 no le votaría nunca,0 no le votaría nunca,5,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),3,Bastante,Poco,Bastante,Bastante,Bastante,Bastante,Bastante,Poco,Nada,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con ambos por igual,Muy bien,Muy bien,Regular,Muy bien,Muy bien,Regular,Regular,Mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.089212054182926
1105,Hombre,39,35-44,< 10.000,Sevilla,Andalucía,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra bastante dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),No lo sé,Mucho,Poco,Nada,Mucho,Mucho,Mucho,Poco,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",Poco de acuerdo,Nada de acuerdo,Poco de acuerdo,Poco de acuerdo,Nada de acuerdo,Nada de acuerdo,Con Israel,Muy bien,Regular,Regular,Muy bien,Muy bien,Bien,Regular,Regular,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.1504850522238774
1106,Hombre,43,35-44,100.001 - 500.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 0 a 8 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,7,6,0 no le votaría nunca,PP (Partido Popular),9,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Bastante,Bastante,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Con Israel,Mal,Muy mal,Muy bien,Muy mal,Muy mal,Muy mal,Bien,Bien,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.9157983549472739
1107,Mujer,46,45-54,< 10.000,Tarragona,Cataluña,"Sí, con uno/a de 9 a 12 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",Otro,Ninguno,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,Otro,5,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",No lo sé,Bastante de acuerdo,No lo sé,No lo sé,Poco de acuerdo,Bastante de acuerdo,Con ninguno de los dos,Mal,Mal,Mal,Mal,Mal,Mal,Mal,Mal,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.8792276082103223
1108,Hombre,40,35-44,50.001 - 100.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),7,3,0 no le votaría nunca,4,PSOE (Partido Socialista Obrero Español),4,Bastante,Bastante,Bastante,Poco,Bastante,Bastante,Bastante,Bastante,Poco,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con Palestina,Muy mal,Regular,Muy mal,Regular,Regular,Regular,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",1.0426634888269848
1109,Hombre,67,65+,500.000+,Sevilla,Andalucía,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Ahorro/se ahorra bastante dinero cada mes,"10 con toda seguridad, iría a votar",Vox,Vox,0 no le votaría nunca,3,9,0 no le votaría nunca,Vox,7,Mucho,Bastante,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con Israel,Bien,Regular,Muy bien,Bien,Regular,Muy mal,Bien,Bien,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",0.8645215159978396
1110,Mujer,20,18-24,100.001 - 500.000,Gipuzkoa,País Vasco,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A1,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),Sumar,10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,8,PSOE (Partido Socialista Obrero Español),3,Mucho,Bastante,Bastante,Poco,Bastante,Mucho,Bastante,Poco,Poco,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Poco de acuerdo,Con Palestina,Muy mal,Regular,Muy mal,Bien,Bien,Muy bien,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Estudiante,"Tercer grado, primer ciclo",0.9242158991326271
1111,Hombre,43,35-44,50.001 - 100.000,Ciudad Real,Castilla - La Mancha,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),Vox,0 no le votaría nunca,10 le votaría siempre,10 le votaría siempre,0 no le votaría nunca,PP (Partido Popular),8,Poco,Bastante,Mucho,Bastante,Mucho,Bastante,Poco,Poco,Nada,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,Nada de acuerdo,Poco de acuerdo,Con Israel,Regular,Regular,Bien,Muy mal,Muy mal,Muy mal,Bien,Bien,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",1.0101771135882769
1112,Mujer,42,35-44,< 10.000,Toledo,Castilla - La Mancha,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,He tenido/se ha tenido que echar mano del ahorro,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,7,0 no le votaría nunca,PP (Partido Popular),8,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,Mucho,Mucho,Bastante,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Nada de acuerdo,Bastante de acuerdo,Con Israel,Bien,Bien,Muy bien,Regular,Mal,Mal,Muy bien,Bien,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.9785128288255459
1113,Mujer,53,45-54,100.001 - 500.000,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,7,No lo sé,No lo sé,6,6,0 no le votaría nunca,4,No voté,5,Mucho,Mucho,Bastante,Mucho,Mucho,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Nada de acuerdo,Bastante de acuerdo,Muy de acuerdo,Bastante de acuerdo,Poco de acuerdo,Con ninguno de los dos,Regular,Regular,Mal,Regular,Regular,Mal,Regular,Muy bien,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.7945200814628198
1114,Hombre,71,65+,< 10.000,Toledo,Castilla - La Mancha,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",Sumar,Sumar,9,0 no le votaría nunca,0 no le votaría nunca,10 le votaría siempre,Sumar,1,Mucho,Poco,Nada,Bastante,Bastante,Bastante,Bastante,Mucho,Bastante,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Poco de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Con Palestina,Mal,Regular,Mal,Bien,Bien,Bien,Mal,Mal,Menos de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",1.1023446594494137
1115,Hombre,41,35-44,50.001 - 100.000,Barcelona,Cataluña,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,9,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,9,PSOE (Partido Socialista Obrero Español),9,Bastante,Bastante,Poco,Poco,Poco,Bastante,Poco,Bastante,Bastante,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Mal,Regular,Bien,Bien,Bien,Bien,Muy mal,Mal,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",1.0731339844324672
1116,Hombre,46,45-54,< 10.000,Toledo,Castilla - La Mancha,"Sí, con uno/a de 9 a 12 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),1,8,7,0 no le votaría nunca,PP (Partido Popular),5,Poco,Bastante,Bastante,Bastante,Mucho,Bastante,Mucho,Mucho,Poco,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,No lo sé,Bien,Bien,Regular,Mal,Regular,Mal,Bien,Regular,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",1.065885747209018
1117,Hombre,25,25-34,100.001 - 500.000,Badajoz,Extremadura,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,5,0 no le votaría nunca,PP (Partido Popular),6,Poco,Bastante,Mucho,Bastante,Mucho,Bastante,Mucho,Mucho,Bastante,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Con Israel,Bien,Bien,Bien,Muy mal,Muy mal,Muy mal,Bien,Regular,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.9221043706265845
1118,Hombre,59,55-64,< 10.000,Guadalajara,Castilla - La Mancha,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,9,Otro,Sumar,5,1,0 no le votaría nunca,7,Otro,1,Mucho,Mucho,Bastante,Bastante,Bastante,Mucho,Bastante,Poco,Poco,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Regular,Mal,Muy bien,Regular,Regular,Bien,Muy mal,Muy mal,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",0.9442883528446
1119,Mujer,71,65+,50.001 - 100.000,Alicante/Alacant,Comunitat Valenciana,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,E1,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,4,0 no le votaría nunca,PP (Partido Popular),5,Bastante,Mucho,Bastante,Mucho,Mucho,Bastante,Bastante,Mucho,Bastante,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Con ambos por igual,Regular,Regular,Bien,Regular,Mal,Muy mal,Regular,Regular,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",1.1888824474815602
